TCP_name_heading,original_ids
"Thomas Jackson, 1579-1640","Jackson, Thomas, 1579-1640.; Jackson, Thomas, 1579-1640.; Jackson, Thomas, 1579-1640.; Jackson, Thomas, 1579-1640.; Jackson, Thomas, 1579-1640.; Jackson, Thomas, 1579-1640.; Jackson, Thomas, 1579-1640.; Jackson, Thomas, 1579-1640.; Jackson, Thomas, 1579-1640.; Jackson, Thomas, 1579-1640.; Jackson, Thomas, 1579-1640.; Jackson, Thomas, 1579-1640.; Jackson, Thomas, 1579-1640.; Jackson, Thomas, 1579-1640.; Jackson, Thomas, 1579-1640.; Jackson, Thomas, 1579-1640.; Jackson, Thomas, 1579-1640.; Jackson, Thomas, 1579-1640."
"Barnabas Oley, 1602-1686","Oley, Barnabas, 1602-1686.; Oley, Barnabas, 1602-1686.; Oley, Barnabas, 1602-1686."
"Edward Hyde, 1607-1659","Hyde, Edward, 1607-1659.; Hyde, Edward, 1607-1659.; Hyde, Edward, 1607-1659."
"Vaughan Vaughan, Edmund","Vaughan, Edmund."
"Thomas Manton, 1620-1677","Manton, Thomas, 1620-1677. Saints triumph over death.; Manton, Thomas, 1620-1677.; Manton, Thomas, 1620-1677.; Manton, Thomas, 1620-1677.; Manton, Thomas, 1620-1677.; Manton, Thomas, 1620-1677.; Manton, Thomas, 1620-1677.; Manton, Thomas, 1620-1677.; Manton, Thomas, 1620-1677.; Manton, Thomas, 1620-1677.; Manton, Thomas, 1620-1677."
"Christopher Love, 1618-1651","Love, Christopher, 1618-1651.; Love, Christopher, 1618-1651.; Love, Christopher, 1618-1651.; Love, Christopher, 1618-1651.; Love, Christopher, 1618-1651.; Love, Christopher, 1618-1651."
"Jeremy Taylor, 1613-1667","Taylor, Jeremy, 1613-1667.; Taylor, Jeremy, 1613-1667.; Taylor, Jeremy, 1613-1667.; Taylor, Jeremy, 1613-1667.; Taylor, Jeremy, 1613-1667.; Taylor, Jeremy, 1613-1667.; Taylor, Jeremy, 1613-1667.; Taylor, Jeremy, 1613-1667.; Taylor, Jeremy, 1613-1667.; Taylor, Jeremy, 1613-1667. Deus justificatus, or, A vindication of the glory of the divine attributes in the question of original sin.; Taylor, Jeremy, 1613-1667.; Taylor, Jeremy, 1613-1667. Answer to a letter written by the R.R. the Ld Bp of Rochester.; Taylor, Jeremy, 1613-1667.; Taylor, Jeremy, 1613-1667.; Taylor, Jeremy, 1613-1667.; Taylor, Jeremy, 1613-1667.; Taylor, Jeremy, 1613-1667.; Taylor, Jeremy, 1613-1667.; Taylor, Jeremy, 1613-1667.; Taylor, Jeremy, 1613-1667.; Taylor, Jeremy, 1613-1667.; Taylor, Jeremy, 1613-1667.; Taylor, Jeremy, 1613-1667.; Taylor, Jeremy, 1613-1667.; Taylor, Jeremy, 1613-1667.; Taylor, Jeremy, 1613-1667.; Taylor, Jeremy, 1613-1667.; Taylor, Jeremy, 1613-1667.; Taylor, Jeremy, 1613-1667.; Taylor, Jeremy, 1613-1667.; Taylor, Jeremy, 1613-1667. Two letters written to persons newly changed in their religion.; Taylor, Jeremy, 1613-1667.; Taylor, Jeremy, 1613-1667.; Taylor, Jeremy, 1613-1667. Rules and advices to the clergy of the diocesse of Down and Connor.; Taylor, Jeremy, 1613-1667.; Taylor, Jeremy, 1613-1667.; Taylor, Jeremy, 1613-1667.; Taylor, Jeremy, 1613-1667.; Taylor, Jeremy, 1613-1667. Great exemplar of sanctity and holy life according to the christian institution.; Taylor, Jeremy, 1613-1667.; Taylor, Jeremy, 1613-1667.; Taylor, Jeremy, 1613-1667.; Taylor, Jeremy, 1613-1667.; Taylor, Jeremy, 1613-1667.; Taylor, Jeremy, 1613-1667. Dissuasive from popery.; Taylor, Jeremy, 1613-1667.; Taylor, Jeremy, 1613-1667. Dissuasive from popery.; Taylor, Jeremy, 1613-1667."
"Edward Leigh, 1602-1671","Leigh, Edward, 1602-1671.; Leigh, Edward, 1602-1671.; Leigh, Edward, 1602-1671.; Leigh, Edward, 1602-1671.; Leigh, Edward, 1602-1671.; Leigh, Edward, 1602-1671.; Leigh, Edward, 1602-1671.; Leigh, Edward, 1602-1671.; Leigh, Edward, 1602-1671.; Leigh, Edward, 1602-1671."
"Christopher Lever, active 1627","Lever, Christopher, fl. 1627."
"Daniel Featley, 1582-1645","Featley, Daniel, 1582-1645.; Featley, Daniel, 1582-1645.; Featley, Daniel, 1582-1645.; Featley, Daniel, 1582-1645. aut; Featley, Daniel, 1582-1645.; Featley, Daniel, 1582-1645.; Featley, Daniel, 1582-1645.; Featley, Daniel, 1582-1645.; Featley, Daniel, 1582-1645.; Featley, Daniel, 1582-1645.; Featley, Daniel, 1582-1645.; Featley, Daniel, 1582-1645.; Featley, Daniel, 1582-1645.; Featley, Daniel, 1582-1645. Fisher catched in his owne net. aut; Featley, Daniel, 1582-1645.; Featley, Daniel, 1582-1645.; Featley, Daniel, 1582-1645.; Featley, Daniel, 1582-1645.; Featley, Daniel, 1582-1645.; Featley, Daniel, 1582-1645."
"William Perkins, 1558-1602","Perkins, William, 1558-1602.; Perkins, William, 1558-1602.; Perkins, William, 1558-1602.; Perkins, William, 1558-1602.; Perkins, William, 1558-1602.; Perkins, William, 1558-1602.; Perkins, William, 1558-1602.; Perkins, William, 1558-1602.; Perkins, William, 1558-1602.; Perkins, William, 1558-1602.; Perkins, William, 1558-1602.; Perkins, William, 1558-1602. Reformed Catholike.; Perkins, William, 1558-1602. Treatise tending unto a declaration. Part 7. aut"
"Robert Hill, died 1623","Hill, Robert, d. 1623.; Hill, Robert, d. 1623.; Hill, Robert, d. 1623.; Hill, Robert, d. 1623.; Hill, Robert, d. 1623."
"Greenham Greenham, Richard","Greenham, Richard."
"Thomas Vicars, died 1638","Vicars, Thomas, d. 1638. Briefe direction how to examine our selues before we go to the Lords table.; Vicars, Thomas, d. 1638.; Vicars, Thomas, d. 1638.; Vicars, Thomas, d. 1638.; Vicars, Thomas, d. 1638.; Vicars, Thomas, d. 1638."
"William Est, 1546 or 7-1625","Est, William, 1546 or 7-1625. Mirrour of mercy.; Est, William, 1546 or 7-1625.; Est, William, 1546 or 7-1625.; Est, William, 1546 or 7-1625.; Est, William, 1546 or 7-1625.; Est, William, 1546 or 7-1625.; Est, William, 1546 or 7-1625."
"Nicholas Byfield, 1579-1622","Byfield, Nicholas, 1579-1622. Signes of the wicked man. aut; Byfield, Nicholas, 1579-1622. Spirituall touchstone. aut; Byfield, Nicholas, 1579-1622. Beginning of the doctrine of Christ. aut; Byfield, Nicholas, 1579-1622.; Byfield, Nicholas, 1579-1622. Promises. aut; Byfield, Nicholas, 1579-1622. Cure of the feare of death. aut; Byfield, Nicholas, 1579-1622."
Rules of a holy life,Rules of a holy life. aut
"Thomas Rogers, died 1616","Rogers, Thomas, d. 1616. English creede.; Rogers, Thomas, d. 1616.; Rogers, Thomas, d. 1616.; Rogers, Thomas, d. 1616. Faith, doctrine and religion professed in England.; Rogers, Thomas, d. 1616.; Rogers, Thomas, d. 1616.; Rogers, Thomas, d. 1616. Philosophical discourse, entituled, The anatomie of the minde.; Rogers, Thomas, d. 1616.; Rogers, Thomas, d. 1616.; Rogers, Thomas, d. 1616.; Rogers, Thomas, d. 1616.; Rogers, Thomas, d. 1616.; Rogers, Thomas, d. 1616."
"Richard Sibbes, 1577-1635","Sibbes, Richard, 1577-1635.; Sibbes, Richard, 1577-1635.; Sibbes, Richard, 1577-1635.; Sibbes, Richard, 1577-1635.; Sibbes, Richard, 1577-1635.; Sibbes, Richard, 1577-1635.; Sibbes, Richard, 1577-1635."
"William Erbery, 1604-1654","Erbery, William, 1604-1654.; Erbery, William, 1604-1654.; Erbery, William, 1604-1654.; Erbery, William, 1604-1654."
"Francis Cheynell, 1608-1665","Cheynell, Francis, 1608-1665.; Cheynell, Francis, 1608-1665.; Cheynell, Francis, 1608-1665.; Cheynell, Francis, 1608-1665.; Cheynell, Francis, 1608-1665.; Cheynell, Francis, 1608-1665.; Cheynell, Francis, 1608-1665.; Cheynell, Francis, 1608-1665."
"Jeremiah Burroughs, 1599-1646","Burroughs, Jeremiah, 1599-1646.; Burroughs, Jeremiah, 1599-1646."
"John Webster, 1610-1682","Webster, John, 1610-1682. Displaying of supposed witchcraft.; Webster, John, 1610-1682.; Webster, John, 1610-1682.; Webster, John, 1610-1682."
"Benjamin Camfield, 1638-1693","Camfield, Benjamin, 1638-1693.; Camfield, Benjamin, 1638-1693.; Camfield, Benjamin, 1638-1693.; Camfield, Benjamin, 1638-1693.; Camfield, Benjamin, 1638-1693."
"William Ames, 1576-1633","Ames, William, 1576-1633.; Ames, William, 1576-1633.; Ames, William, 1576-1633."
"L. P. (Laurence Price) L. P. (Laurence Price), active 1625","L. P. (Laurence Price), fl. 1625-1680?; L. P. (Laurence Price), fl. 1625-1680?; L. P. (Laurence Price), fl. 1625-1680?; L. P. (Laurence Price), fl. 1625-1680?; L. P. (Laurence Price), fl. 1625-1680?; L. P. (Laurence Price), fl. 1625-1680?; L. P. (Laurence Price), fl. 1625-1680?; L. P. (Laurence Price), fl. 1625-1680?; L. P. (Laurence Price), fl. 1625-1680?; L. P. (Laurence Price), fl. 1625-1680?; L. P. (Laurence Price), fl. 1625-1680?; L. P. (Laurence Price), fl. 1625-1680?; L. P. (Laurence Price), fl. 1625-1680?; L. P. (Laurence Price), fl. 1625-1680?; L. P. (Laurence Price), fl. 1625-1680?"
"John Davies, 1625-1693","Davies, John, 1625-1693.; Davies, John, 1625-1693.; Davies, John, 1625-1693.; Davies, John, 1625-1693.; Davies, John, 1625-1693.; Davies, John, 1625-1693.; Davies, John, 1625-1693.; Davies, John, 1625-1693.; Davies, John, 1625-1693.; Davies, John, 1625-1693.; Davies, John, 1625-1693.; Davies, John, 1625-1693.; Davies, John, 1625-1693.; Davies, John, 1625-1693.; Davies, John, 1625-1693.; Davies, John, 1625-1693.; Davies, John, 1625-1693.; Davies, John, 1625-1693.; Davies, John, 1625-1693.; Davies, John, 1625-1693.; Davies, John, 1625-1693.; Davies, John, 1625-1693.; Davies, John, 1625-1693.; Davies, John, 1625-1693.; Davies, John, 1625-1693."
"Voiture, Monsieur de (Vincent) Voiture, Monsieur de (Vincent), 1597","Voiture, Monsieur de (Vincent), 1597-1648.; Voiture, Monsieur de (Vincent), 1597-1648.; Voiture, Monsieur de (Vincent), 1597-1648. Histoire d'Alcidalis et de Zelide. English."
"Hugh Peters, 1598-1660","Peters, Hugh, 1598-1660.; Peters, Hugh, 1598-1660.; Peters, Hugh, 1598-1660.; Peters, Hugh, 1598-1660.; Peters, Hugh, 1598-1660.; Peters, Hugh, 1598-1660.; Peters, Hugh, 1598-1660.; Peters, Hugh, 1598-1660.; Peters, Hugh, 1598-1660.; Peters, Hugh, 1598-1660.; Peters, Hugh, 1598-1660.; Peters, Hugh, 1598-1660.; Peters, Hugh, 1598-1660."
"Henry Parker, 1604-1652","Parker, Henry, 1604-1652.; Parker, Henry, 1604-1652.; Parker, Henry, 1604-1652.; Parker, Henry, 1604-1652.; Parker, Henry, 1604-1652.; Parker, Henry, 1604-1652.; Parker, Henry, 1604-1652.; Parker, Henry, 1604-1652.; Parker, Henry, 1604-1652.; Parker, Henry, 1604-1652.; Parker, Henry, 1604-1652."
"John Saltmarsh, died 1647","Saltmarsh, John, d. 1647.; Saltmarsh, John, d. 1647."
T,"T. P.; T. H., fl. 1633.; T. P.; T. S.; T. R.; T. G., fl. 1623.; T. A.; T. G., Esquire.; T. L.; T. R.; T. H.; T. L.; T. B.; T. C.; T. B.; T. M., lover of his king and country. aut; T. S.; T. B.; T. M., Esquire, lover of his king and country.; T. L.; T. B.; T. N.; T. B.; T. R.; T. S., fl. 1614.; T. L.; T. J., fl. 1640.; T. F., fl. 1606.; T. L., fl. 1595.; T. W., fl. 1573-1595.; T. W., fl. 1573-1595.; T. R., fl. 1608.; T. G., fl. 1638.; T. M.; T. S.; T. H. Certain observations concerning a deed of feoffament.; T. W.; T. W., obscure Englishman.; T. B., fl. 1599.; T. I., fl. 1595.; T. D.; T. C., fl. 1587."
"died 1682 Philipot, Thomas, attributed name","Philipot, Thomas, d. 1682, attributed name."
"H. S. (Henry Savage) H. S. (Henry Savage), 1604","H. S. (Henry Savage), 1604?-1672.; H. S. (Henry Savage), 1604?-1672.; H. S. (Henry Savage), 1604?-1672.; H. S. (Henry Savage), 1604?-1672."
"Giambattista Marino, 1569-1625","Marino, Giambattista, 1569-1625.; Marino, Giambattista, 1569-1625.; Marino, Giambattista, 1569-1625. Lidia abbandonata. English."
"sieur de Saint-Amant, Marc Antoine Gérard, 1594-1661","Saint-Amant, Marc Antoine Gérard, sieur de, 1594-1661.; Saint-Amant, Marc Antoine Gérard, sieur de, 1594-1661. Metamorphose de Lyrian et de Sylvie. English."
"Girolamo Preti, 1582-1626","Preti, Girolamo, 1582-1626.; Preti, Girolamo, 1582-1626. Salmace. English.; Preti, Girolamo, 1582-1626. Oronta."
"Colluthus Colluthus, of Lycopolis","Colluthus, of Lycopolis.; Colluthus, of Lycopolis. Rape of Helen. English."
"Sir Sherburne, Edward, 1618-1702","Sherburne, Edward, Sir, 1618-1702.; Sherburne, Edward, Sir, 1618-1702.; Sherburne, Edward, Sir, 1618-1702.; Sherburne, Edward, Sir, 1618-1702.; Sherburne, Edward, Sir, 1618-1702.; Sherburne, Edward, Sir, 1618-1702."
"John Vicars, 1579 or 80-1652","Vicars, John, 1579 or 80-1652.; Vicars, John, 1579 or 80-1652.; Vicars, John, 1579 or 80-1652.; Vicars, John, 1579 or 80-1652.; Vicars, John, 1579 or 80-1652.; Vicars, John, 1579 or 80-1652.; Vicars, John, 1579 or 80-1652.; Vicars, John, 1579 or 80-1652.; Vicars, John, 1579 or 80-1652.; Vicars, John, 1579 or 80-1652.; Vicars, John, 1579 or 80-1652."
"Richard Overton, active 1646","Overton, Richard, fl. 1646.; Overton, Richard, fl. 1646.; Overton, Richard, fl. 1646.; Overton, Richard, fl. 1646.; Overton, Richard, fl. 1646.; Overton, Richard, fl. 1646.; Overton, Richard, fl. 1646.; Overton, Richard, fl. 1646.; Overton, Richard, fl. 1646.; Overton, Richard, fl. 1646."
"Sir Wildman, John, 1621?-1693","Wildman, John, Sir, 1621?-1693.; Wildman, John, Sir, 1621?-1693."
"John Lilburne, 1614?-1657","Lilburne, John, 1614?-1657.; Lilburne, John, 1614?-1657.; Lilburne, John, 1614?-1657.; Lilburne, John, 1614?-1657.; Lilburne, John, 1614?-1657.; Lilburne, John, 1614?-1657.; Lilburne, John, 1614?-1657.; Lilburne, John, 1614?-1657.; Lilburne, John, 1614?-1657.; Lilburne, John, 1614?-1657.; Lilburne, John, 1614?-1657.; Lilburne, John, 1614?-1657.; Lilburne, John, 1614?-1657. Work of the beast."
"Edward Sexby, died 1658","Sexby, Edward, d. 1658."
Utter-Barrister,Utter-Barrister.
"Francesco Petrarca, 1304-1374","Petrarca, Francesco, 1304-1374.; Petrarca, Francesco, 1304-1374.; Petrarca, Francesco, 1304-1374.; Petrarca, Francesco, 1304-1374. Epistola]. aut"
"Hume Hume, Anna","Hume, Anna."
"John Spencer, 1601-1671","Spencer, John, 1601-1671."
"Sir Herbert, William, 1507-1570","Herbert, William, Sir, 1507-1570."
"Sir Rudyerd, Benjamin, 1572-1658","Rudyerd, Benjamin, Sir, 1572-1658."
"John Taylor, 1580-1653, attributed name","Taylor, John, 1580-1653, attributed name.; Taylor, John, 1580-1653, attributed name.; Taylor, John, 1580-1653, attributed name.; Taylor, John, 1580-1653, attributed name.; Taylor, John, 1580-1653, attributed name.; Taylor, John, 1580-1653, attributed name.; Taylor, John, 1580-1653, attributed name."
"Thomas Nash, 1567-1601, attributed name","Nash, Thomas, 1567-1601, attributed name.; Nash, Thomas, 1567-1601, attributed name.; Nash, Thomas, 1567-1601, attributed name."
"Richard Whitlock, born 1615 or 16","Whitlock, Richard, b. 1615 or 16."
"Sir L'Estrange, Roger, 1616-1704","L'Estrange, Roger, Sir, 1616-1704.; L'Estrange, Roger, Sir, 1616-1704.; L'Estrange, Roger, Sir, 1616-1704.; L'Estrange, Roger, Sir, 1616-1704.; L'Estrange, Roger, Sir, 1616-1704.; L'Estrange, Roger, Sir, 1616-1704.; L'Estrange, Roger, Sir, 1616-1704.; L'Estrange, Roger, Sir, 1616-1704.; L'Estrange, Roger, Sir, 1616-1704.; L'Estrange, Roger, Sir, 1616-1704.; L'Estrange, Roger, Sir, 1616-1704.; L'Estrange, Roger, Sir, 1616-1704.; L'Estrange, Roger, Sir, 1616-1704.; L'Estrange, Roger, Sir, 1616-1704.; L'Estrange, Roger, Sir, 1616-1704.; L'Estrange, Roger, Sir, 1616-1704.; L'Estrange, Roger, Sir, 1616-1704.; L'Estrange, Roger, Sir, 1616-1704.; L'Estrange, Roger, Sir, 1616-1704.; L'Estrange, Roger, Sir, 1616-1704. Observators.; L'Estrange, Roger, Sir, 1616-1704.; L'Estrange, Roger, Sir, 1616-1704.; L'Estrange, Roger, Sir, 1616-1704.; L'Estrange, Roger, Sir, 1616-1704.; L'Estrange, Roger, Sir, 1616-1704.; L'Estrange, Roger, Sir, 1616-1704.; L'Estrange, Roger, Sir, 1616-1704.; L'Estrange, Roger, Sir, 1616-1704.; L'Estrange, Roger, Sir, 1616-1704.; L'Estrange, Roger, Sir, 1616-1704.; L'Estrange, Roger, Sir, 1616-1704.; L'Estrange, Roger, Sir, 1616-1704.; L'Estrange, Roger, Sir, 1616-1704.; L'Estrange, Roger, Sir, 1616-1704."
G,"G. H.; G., R., Sir, fl. 1630.; G. T.; G. W.; G. G.; G. S., Lover of loyalty.; G. W.; G. L. V.; G. F., defendour of Christian valoure.; G. H.; G. R.; G. S., Minister of Gods word in Ireland.; G. H.; G. F., of Grayes-Inn.; G. H.; G. H.; G. W., fl. 1606.; G. A., fl. 1639.; G. W. P. S.; G. V. N."
"James Shirley, 1596-1666","Shirley, James, 1596-1666.; Shirley, James, 1596-1666.; Shirley, James, 1596-1666.; Shirley, James, 1596-1666.; Shirley, James, 1596-1666.; Shirley, James, 1596-1666.; Shirley, James, 1596-1666.; Shirley, James, 1596-1666.; Shirley, James, 1596-1666.; Shirley, James, 1596-1666.; Shirley, James, 1596-1666.; Shirley, James, 1596-1666.; Shirley, James, 1596-1666.; Shirley, James, 1596-1666.; Shirley, James, 1596-1666.; Shirley, James, 1596-1666.; Shirley, James, 1596-1666.; Shirley, James, 1596-1666.; Shirley, James, 1596-1666.; Shirley, James, 1596-1666.; Shirley, James, 1596-1666.; Shirley, James, 1596-1666.; Shirley, James, 1596-1666.; Shirley, James, 1596-1666.; Shirley, James, 1596-1666.; Shirley, James, 1596-1666.; Shirley, James, 1596-1666.; Shirley, James, 1596-1666.; Shirley, James, 1596-1666.; Shirley, James, 1596-1666.; Shirley, James, 1596-1666.; Shirley, James, 1596-1666.; Shirley, James, 1596-1666.; Shirley, James, 1596-1666.; Shirley, James, 1596-1666.; Shirley, James, 1596-1666.; Shirley, James, 1596-1666.; Shirley, James, 1596-1666.; Shirley, James, 1596-1666.; Shirley, James, 1596-1666.; Shirley, James, 1596-1666.; Shirley, James, 1596-1666.; Shirley, James, 1596-1666."
"Edmund Waller, 1606-1687, attributed name","Waller, Edmund, 1606-1687, attributed name."
"Robert Heath, active 1636-1659","Heath, Robert, fl. 1636-1659.; Heath, Robert, fl. 1636-1659."
"Thomas Jordan, 1612?-1685?","Jordan, Thomas, 1612?-1685?; Jordan, Thomas, 1612?-1685?; Jordan, Thomas, 1612?-1685?; Jordan, Thomas, 1612?-1685?; Jordan, Thomas, 1612?-1685?; Jordan, Thomas, 1612?-1685?; Jordan, Thomas, 1612?-1685?; Jordan, Thomas, 1612?-1685?; Jordan, Thomas, 1612?-1685?; Jordan, Thomas, 1612?-1685?; Jordan, Thomas, 1612?-1685?; Jordan, Thomas, 1612?-1685?; Jordan, Thomas, 1612?-1685?; Jordan, Thomas, 1612?-1685?; Jordan, Thomas, 1612?-1685?; Jordan, Thomas, 1612?-1685?; Jordan, Thomas, 1612?-1685?; Jordan, Thomas, 1612?-1685?; Jordan, Thomas, 1612?-1685?; Jordan, Thomas, 1612?-1685?; Jordan, Thomas, 1612?-1685?; Jordan, Thomas, 1612?-1685?; Jordan, Thomas, 1612?-1685?; Jordan, Thomas, 1612?-1685?; Jordan, Thomas, 1612?-1685?; Jordan, Thomas, 1612?-1685?; Jordan, Thomas, 1612?-1685?; Jordan, Thomas, 1612?-1685?; Jordan, Thomas, 1612?-1685?"
"John Rowland, 1606-1660","Rowland, John, 1606-1660.; Rowland, John, 1606-1660.; Rowland, John, 1606-1660."
J,"J. G.; J. L.; J. L.; J. B.; J. M.; J. W.; J. H.; J. N.; J. T.; J. N.; J. G., Gent.; J. G.; J. R.; J. W.; J. L.; J. L., in Art. Mag.; J. J.; J. J.; J. M.; J. H.; J. M. F.; J. S.; J. S.; J. D.; J. M., fl. 1602.; J. D., engraver.; J. A., Pyrophilus.; J. B.; J. H.; J. L., Acad. Cant. in Art. Mag.; J. M., fl. 1640.; J. B.; J. S.; J. B.; J. B.; J. C., fl. 1620.; J. D., Gent.; J. A., of Ailward.; J. D., Gent.; J. C.; J. K.; J. H."
"John Murcot, 1625-1654","Murcot, John, 1625-1654."
"Joseph Caryl, 1602-1673","Caryl, Joseph, 1602-1673.; Caryl, Joseph, 1602-1673.; Caryl, Joseph, 1602-1673.; Caryl, Joseph, 1602-1673.; Caryl, Joseph, 1602-1673.; Caryl, Joseph, 1602-1673.; Caryl, Joseph, 1602-1673.; Caryl, Joseph, 1602-1673.; Caryl, Joseph, 1602-1673.; Caryl, Joseph, 1602-1673.; Caryl, Joseph, 1602-1673.; Caryl, Joseph, 1602-1673."
"Samuel Winter, 1596?-1665","Winter, Samuel, 1596?-1665."
"Samuel Eaton, 1506?-1665","Eaton, Samuel, 1506?-1665."
"Robert Chambers, minister in Dublin","Chambers, Robert, minister in Dublin."
"Edmund Hall, 1619 or 20-1687","Hall, Edmund, 1619 or 20-1687.; Hall, Edmund, 1619 or 20-1687."
"Sylvanus Morgan, 1620-1693","Morgan, Sylvanus, 1620-1693.; Morgan, Sylvanus, 1620-1693.; Morgan, Sylvanus, 1620-1693.; Morgan, Sylvanus, 1620-1693."
"John Goddard, active 1645-1671, engraver","Goddard, John, fl. 1645-1671, engraver."
"William Marshall, active 1617-1650, engraver","Marshall, William, fl. 1617-1650, engraver.; Marshall, William, fl. 1617-1650, engraver.; Marshall, William, fl. 1617-1650, engraver.; Marshall, William, fl. 1617-1650, engraver.; Marshall, William, fl. 1617-1650, engraver.; Marshall, William, fl. 1617-1650, engraver.; Marshall, William, fl. 1617-1650, engraver.; Marshall, William, fl. 1617-1650, engraver.; Marshall, William, fl. 1617-1650, engraver.; Marshall, William, fl. 1617-1650, engraver.; Marshall, William, fl. 1617-1650, engraver.; Marshall, William, fl. 1617-1650, engraver.; Marshall, William, fl. 1617-1650, engraver.; Marshall, William, fl. 1617-1650, engraver.; Marshall, William, fl. 1617-1650, engraver.; Marshall, William, fl. 1617-1650, engraver.; Marshall, William, fl. 1617-1650, engraver.; Marshall, William, fl. 1617-1650, engraver.; Marshall, William, fl. 1617-1650, engraver.; Marshall, William, fl. 1617-1650, engraver.; Marshall, William, fl. 1617-1650, engraver.; Marshall, William, fl. 1617-1650, engraver.; Marshall, William, fl. 1617-1650, engraver.; Marshall, William, fl. 1617-1650, engraver.; Marshall, William, fl. 1617-1650, engraver.; Marshall, William, fl. 1617-1650, engraver.; Marshall, William, fl. 1617-1650, engraver.; Marshall, William, fl. 1617-1650, engraver.; Marshall, William, fl. 1617-1650, engraver.; Marshall, William, fl. 1617-1650, engraver.; Marshall, William, fl. 1617-1650, engraver.; Marshall, William, fl. 1617-1650, engraver.; Marshall, William, fl. 1617-1650, engraver."
"Henry Lawes, 1596-1662","Lawes, Henry, 1596-1662.; Lawes, Henry, 1596-1662.; Lawes, Henry, 1596-1662.; Lawes, Henry, 1596-1662. Coelum britannicum. Libretto.; Lawes, Henry, 1596-1662."
"John Hall, 1627-1656","Hall, John, 1627-1656.; Hall, John, 1627-1656.; Hall, John, 1627-1656.; Hall, John, 1627-1656.; Hall, John, 1627-1656.; Hall, John, 1627-1656.; Hall, John, 1627-1656.; Hall, John, 1627-1656.; Hall, John, 1627-1656."
